City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Lichuan,CN,30.3,108.85,28.71,92,100,4.5,light snow
349,Shaoyang,CN,27.2315,111.4525,40.41,83,100,5.39,overcast clouds
350,Dharmavaram,IN,14.4333,77.7167,69.64,86,75,5.21,broken clouds
351,La Plata,AR,-34.9215,-57.9545,64.17,83,95,14.05,overcast clouds
352,Pringsewu,ID,-5.3582,104.9744,73.67,97,100,2.37,overcast clouds
353,Kulykivka,UA,51.3735,31.6466,31.41,89,100,13.76,overcast clouds
354,Sabancuy,MX,18.9667,-91.1833,72.16,81,100,17.85,overcast clouds
355,Mount Gambier,AU,-37.8333,140.7667,85.91,25,40,13.8,scattered clouds
356,Sibiti,CG,-3.6819,13.3499,69.1,99,100,2.33,overcast clouds
357,Babaeski,TR,41.4325,27.0931,38.66,84,100,3.33,overcast clouds
358,Harper,LR,4.375,-7.7169,78.98,86,44,5.75,light rain
359,Clyde River,CA,70.4692,-68.5914,-27.17,68,100,5.75,light snow
360,Rawson,AR,-43.3002,-65.1023,61.03,52,95,12.93,overcast clouds
361,Coquimbo,CL,-29.9533,-71.3436,62.33,88,75,6.91,broken clouds
362,Langsa,ID,4.4683,97.9683,79.99,80,69,2.04,broken clouds
363,Corinth,GR,37.9407,22.9573,51.69,83,70,1.25,broken clouds
364,Prince Rupert,CA,54.3161,-130.3201,48.29,40,100,20.71,overcast clouds
365,Butajira,ET,8.1167,38.3667,59.09,40,100,5.41,overcast clouds
366,Turbat,PK,26.0023,63.044,63.34,86,0,2.42,clear sky
367,Shellbrook,CA,53.2168,-106.4011,-1.17,100,87,4.45,overcast clouds
368,Abha,SA,18.2164,42.5053,49.82,87,0,0.0,clear sky
369,Acarau,BR,-2.8856,-40.12,78.01,86,3,10.13,clear sky
370,Ofunato,JP,39.0717,141.7167,25.75,58,55,18.21,light snow
371,Pevek,RU,69.7008,170.3133,-26.55,99,30,1.66,scattered clouds
372,Kaniama,CD,-7.5667,24.1833,63.75,96,92,0.34,overcast clouds
373,Jacqueville,CI,5.2052,-4.4146,82.31,84,11,9.33,moderate rain
374,Vila,PT,42.0304,-8.1588,36.32,82,0,4.34,clear sky
375,Teofilo Otoni,BR,-17.8575,-41.5053,69.64,97,100,1.05,overcast clouds
376,College,US,64.8569,-147.8028,12.79,82,100,0.0,light snow
377,Saint-Georges,GD,12.0564,-61.7485,78.48,78,40,11.5,scattered clouds
378,Suileng,CN,47.25,127.0833,0.1,95,100,4.21,overcast clouds
379,Promissao,BR,-21.5367,-49.8581,73.33,91,100,5.17,moderate rain
380,Lavrentiya,RU,65.5833,-171.0,-15.23,95,25,10.58,scattered clouds
381,Flinders,AU,-34.5833,150.8552,74.21,63,83,15.61,broken clouds
382,Ayagoz,KZ,47.9714,80.4392,-1.84,83,1,8.75,clear sky
383,Anchorage,US,61.2181,-149.9003,31.32,86,0,4.0,clear sky
384,Ahuimanu,US,21.4447,-157.8378,83.91,68,20,5.01,few clouds
385,Karratha,AU,-20.7377,116.8463,91.02,55,49,12.48,scattered clouds
386,Burnie,AU,-41.0667,145.9167,66.94,60,32,10.98,scattered clouds
387,San Andres,CO,12.5847,-81.7006,80.62,74,20,11.5,few clouds
388,Muana,BR,-1.5283,-49.2167,74.71,96,100,3.58,moderate rain
389,Hualmay,PE,-11.0964,-77.6139,70.03,83,100,8.61,overcast clouds
390,Puerto Escondido,MX,15.85,-97.0667,75.07,79,2,4.38,clear sky
391,Okhotsk,RU,59.3833,143.3,0.25,68,64,14.36,broken clouds
392,Tautira,PF,-17.7333,-149.15,86.02,75,36,19.15,moderate rain
393,Salta,AR,-24.7859,-65.4117,70.39,64,75,9.22,broken clouds
394,Axim,GH,4.8699,-2.2405,78.48,88,8,7.7,clear sky
395,Padang,ID,-0.9492,100.3543,75.25,89,100,3.6,light rain
396,Port Blair,IN,11.6667,92.75,82.44,78,40,4.61,mist
397,Nuuk,GL,64.1835,-51.7216,7.41,85,100,4.61,light snow
398,Hamilton,US,39.1834,-84.5333,19.81,85,0,0.0,clear sky
399,Puerto Madryn,AR,-42.7692,-65.0385,60.84,54,59,11.34,broken clouds
400,Tevaitoa,PF,-16.7833,-151.5,80.87,74,15,19.89,light rain
401,Kawalu,ID,-7.3817,108.2082,80.71,79,59,1.86,broken clouds
402,Antalaha,MG,-14.9003,50.2788,76.28,78,100,2.64,overcast clouds
403,Surt,LY,31.2089,16.5887,59.9,38,55,7.94,broken clouds
404,Bilibino,RU,68.0546,166.4372,-11.49,85,13,4.03,few clouds
405,Castro,BR,-24.7911,-50.0119,64.83,97,100,2.39,overcast clouds
406,Grand Gaube,MU,-20.0064,57.6608,79.38,78,100,5.99,overcast clouds
407,Acapulco,MX,16.8634,-99.8901,80.42,78,0,8.05,clear sky
408,Barice,BA,44.5406,18.4811,37.65,83,8,3.04,clear sky
409,Kabompo,ZM,-13.5927,24.2008,63.59,98,100,1.1,light rain
410,Labuhan,ID,-6.8844,112.2051,82.49,78,70,11.74,broken clouds
411,Hayden,US,47.766,-116.7866,39.76,84,75,6.91,broken clouds
412,Haines Junction,CA,60.7522,-137.5108,30.15,74,100,2.3,overcast clouds
413,Regente Feijo,BR,-22.2214,-51.3028,74.48,94,40,0.0,moderate rain
414,Asau,RO,46.4333,26.4,30.96,83,25,6.67,scattered clouds
415,Magan,ES,39.9683,-3.931,46.35,47,5,8.39,clear sky
416,Kerema,PG,-7.9631,145.7785,87.31,57,100,7.61,overcast clouds
417,Alekseyevsk,RU,57.8406,108.3492,19.47,94,100,11.43,light snow
418,Tessalit,ML,20.1986,1.0114,59.45,16,6,9.91,clear sky
419,Yanam,IN,16.7333,82.2167,70.2,73,13,4.52,few clouds
420,Kruisfontein,ZA,-34.0033,24.7314,66.88,91,22,11.14,few clouds
421,La Rioja,ES,42.25,-2.5,33.12,80,5,5.55,clear sky
422,Maniwaki,CA,46.3834,-75.966,-7.22,77,83,1.14,broken clouds
423,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.37,96,95,1.28,overcast clouds
424,Lakhipur,IN,26.0299,90.3041,55.11,82,0,3.42,clear sky
425,Vanimo,PG,-2.6741,141.3028,85.48,67,100,5.5,overcast clouds
426,Gao,ML,16.6362,1.637,59.58,16,0,11.74,clear sky
427,Muravlenko,RU,63.7898,74.523,-15.83,100,94,5.03,overcast clouds
428,Riverton,US,40.5219,-111.9391,38.57,55,0,5.01,clear sky
429,Velyka Bahachka,UA,49.7912,33.7226,30.0,92,99,10.27,overcast clouds
430,Pahrump,US,36.2083,-115.9839,59.05,19,69,3.96,broken clouds
431,Nehe,CN,48.4833,124.8333,3.58,82,19,3.13,few clouds
432,Funtua,NG,11.5233,7.3081,58.3,26,0,13.2,clear sky
433,Saint Anthony,US,45.0205,-93.218,26.06,72,100,1.99,overcast clouds
434,Faanui,PF,-16.4833,-151.75,80.87,74,17,18.72,light rain
435,Needham,US,42.2834,-71.2328,20.66,58,0,9.22,clear sky
436,Brae,GB,60.3964,-1.353,39.11,55,97,34.87,overcast clouds
437,Honningsvag,NO,70.9821,25.9704,31.89,70,56,33.26,broken clouds
438,Arkhangelskoye,RU,55.8549,35.3287,16.34,95,100,6.35,snow
439,Riberalta,BO,-10.9833,-66.1,72.64,95,100,2.82,overcast clouds
440,Mandalgovi,MN,45.7625,106.2708,5.77,61,0,6.11,clear sky
441,Zhigansk,RU,66.7697,123.3711,-24.52,98,100,5.55,overcast clouds
442,Vao,NC,-22.6667,167.4833,80.87,84,15,10.54,few clouds
443,Kasongo-Lunda,CD,-6.4667,16.8167,68.63,98,100,1.03,overcast clouds
444,Joao Pinheiro,BR,-17.7425,-46.1725,67.59,94,100,6.4,overcast clouds
445,Quelimane,MZ,-17.8786,36.8883,76.95,88,40,6.91,scattered clouds
446,Makakilo City,US,21.3469,-158.0858,82.72,56,100,6.91,overcast clouds
447,Salo,IT,45.6086,10.531,47.39,72,1,4.05,clear sky
448,Liaoyang,CN,41.2719,123.1731,21.52,47,0,6.44,clear sky
449,Sistranda,NO,63.7256,8.834,36.9,71,100,25.99,overcast clouds
450,New Iberia,US,30.0035,-91.8187,41.05,70,0,4.61,clear sky
451,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,64.89,91,62,8.84,broken clouds
452,Panama City,PA,8.9936,-79.5197,80.55,72,0,10.36,clear sky
453,Savinka,RU,50.0785,47.0994,6.78,96,45,9.78,light snow
454,Meulaboh,ID,4.1363,96.1285,78.76,78,89,5.73,overcast clouds
455,Krasnoselkup,RU,65.7,82.4667,-13.95,100,93,3.76,overcast clouds
456,Coos Bay,US,43.3665,-124.2179,52.0,89,0,8.05,clear sky
457,Grindavik,IS,63.8424,-22.4338,28.35,93,75,13.8,broken clouds
458,Kavaratti,IN,10.5669,72.642,77.95,60,9,5.01,clear sky
459,Russell,US,32.3502,-85.1999,42.4,75,0,5.37,clear sky
460,Vilcun,CL,-38.65,-72.2333,57.94,73,0,0.92,clear sky
461,Kushmurun,KZ,52.4503,64.6311,16.68,80,100,8.05,overcast clouds
462,Port Keats,AU,-14.25,129.55,79.7,72,100,4.23,light rain
463,Dargaville,NZ,-35.9333,173.8833,77.14,83,100,2.39,light rain
464,Kautokeino,NO,69.0125,23.0412,22.39,91,98,21.61,overcast clouds
465,Kibaya,TZ,-5.3,36.5667,58.19,87,100,2.42,overcast clouds
466,Svetlogorsk,BY,52.6333,29.7333,31.64,89,100,13.58,overcast clouds
467,Caconda,AO,-13.7333,15.0667,60.55,66,100,3.44,overcast clouds
468,Laguna,US,38.421,-121.4238,62.69,55,0,0.0,clear sky
469,Moerai,PF,-22.4333,-151.3333,80.2,73,99,15.19,overcast clouds
470,Palmer,US,42.1584,-72.3287,18.21,57,0,10.36,clear sky
471,Leshukonskoye,RU,64.8989,45.7622,2.37,93,29,7.83,scattered clouds
472,Rincon,US,32.296,-81.2354,48.85,70,75,10.36,broken clouds
473,Mahina,PF,-17.5065,-149.489,85.77,54,20,6.91,light rain
474,Kloulklubed,PW,7.0419,134.2556,81.88,78,58,21.97,broken clouds
475,Olinda,BR,-8.0089,-34.8553,82.13,65,0,5.75,clear sky
476,Atambua,ID,-9.1061,124.8925,81.79,69,27,5.1,scattered clouds
477,Chauk,MM,20.8833,94.8167,70.09,67,22,5.68,few clouds
478,Liverpool,GB,53.4106,-2.9779,50.77,80,100,14.0,overcast clouds
479,Nhulunbuy,AU,-12.2333,136.7667,86.61,70,40,5.75,scattered clouds
480,Buta,CD,2.7858,24.73,66.02,47,100,0.49,overcast clouds
481,Lerwick,GB,60.1545,-1.1494,39.2,56,99,33.2,overcast clouds
482,Leeuwarden,NL,53.2014,5.8086,47.12,93,100,29.93,light rain
483,Mirnyy,RU,62.5353,113.9611,3.31,97,100,3.47,overcast clouds
484,Ostrov,RU,57.3439,28.3537,28.13,83,100,7.58,overcast clouds
485,Fukuma,JP,33.7667,130.4667,40.03,49,54,19.28,broken clouds
486,Cabedelo,BR,-6.9811,-34.8339,79.47,72,67,9.55,broken clouds
487,Dublin,US,37.7021,-121.9358,59.95,51,8,1.01,clear sky
488,Ondjiva,AO,-17.0667,15.7333,65.55,78,100,7.67,overcast clouds
489,Bhongir,IN,17.5108,78.8889,60.98,38,10,4.14,clear sky
490,Batagay-Alyta,RU,67.8006,130.4114,-21.86,98,100,3.04,overcast clouds
491,Eyl,SO,7.9803,49.8164,70.39,80,14,6.42,few clouds
492,Sao Miguel,BR,-5.4667,-35.3667,81.37,72,51,11.23,broken clouds
493,Buchanan,LR,5.8808,-10.0467,79.25,85,21,5.28,light rain
494,Houma,US,29.5958,-90.7195,44.6,59,0,3.44,clear sky
495,Luau,AO,-10.7073,22.2247,61.25,97,100,2.91,overcast clouds
496,Miramas,FR,43.5833,5.0,44.19,61,0,14.97,clear sky
497,Muisne,EC,0.6,-80.0333,76.15,85,93,2.89,overcast clouds
498,Alcazar De San Juan,ES,39.3901,-3.2083,41.59,83,0,6.15,clear sky
499,Wawa,NG,9.9022,4.4192,72.7,27,0,5.17,clear sky
500,Chikwawa,MW,-16.0335,34.8009,70.03,97,15,0.51,few clouds
501,Podporozhye,RU,60.9112,34.1706,16.23,95,100,7.81,light snow
502,Prince George,CA,53.9166,-122.753,40.44,68,100,11.5,overcast clouds
503,Port Macquarie,AU,-31.4333,152.9167,73.36,58,71,17.18,light rain
504,Mukacheve,UA,48.4392,22.7178,27.41,96,100,5.01,overcast clouds
505,Okitipupa,NG,6.5047,4.7839,71.26,97,1,2.62,clear sky
506,Mount Hagen,PG,-5.8581,144.2274,76.24,54,98,2.91,overcast clouds
507,Luwuk,ID,-0.9516,122.7875,85.51,69,71,2.91,broken clouds
508,Pangody,RU,65.85,74.4859,-20.04,100,100,2.84,overcast clouds
509,Hay River,CA,60.8156,-115.7999,-11.24,84,75,2.3,broken clouds
510,Khani,GE,41.9563,42.9566,22.57,87,99,4.9,light snow
511,Sao Francisco De Paula,BR,-29.4481,-50.5836,65.48,97,99,2.46,overcast clouds
512,Chachoengsao,TH,13.6167,101.4167,84.97,50,56,13.42,broken clouds
513,Oktyabrskiy,RU,54.4815,53.471,18.55,97,98,2.28,overcast clouds
514,Geraldton,AU,-28.7667,114.6,77.41,73,100,17.27,overcast clouds
515,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,69,75,24.61,light shower snow
516,Hobyo,SO,5.3505,48.5268,74.8,73,10,12.71,clear sky
517,Te Anau,NZ,-45.4167,167.7167,65.19,39,1,5.37,clear sky
518,Hengshui,CN,37.7322,115.7011,34.21,35,64,2.15,broken clouds
519,Kamaishi,JP,39.2667,141.8833,25.75,56,50,12.17,light snow
520,Aswan,EG,24.0934,32.907,51.1,53,0,6.91,clear sky
521,Santa Ines,BR,-3.6667,-45.38,73.2,98,100,3.2,overcast clouds
522,Novobataysk,RU,46.8981,39.7819,23.81,89,99,5.12,overcast clouds
523,Krasnozavodsk,RU,56.45,38.2167,1.71,100,99,7.49,overcast clouds
524,Bayan,CN,46.0833,127.4,1.58,90,90,7.07,overcast clouds
525,Avera,US,33.194,-82.5271,42.31,52,0,7.54,clear sky
526,Hornepayne,CA,49.2138,-84.7705,8.31,95,100,8.28,light snow
527,Coahuayana,MX,18.7333,-103.6833,69.8,86,4,1.54,clear sky
528,Tura,IN,25.5198,90.2201,52.74,83,0,1.81,clear sky
529,Puerto Penasco,MX,31.3167,-113.5333,61.92,34,11,4.0,few clouds
530,Yambio,SS,4.5721,28.3955,66.02,29,85,4.0,overcast clouds
531,Vieques,PR,18.425,-65.8329,73.99,94,75,6.91,light rain
532,Kathmandu,NP,27.7167,85.3167,39.42,100,40,3.44,mist
533,Omboue,GA,-1.5746,9.2618,76.21,87,1,6.06,clear sky
534,Boyolangu,ID,-8.1181,111.8935,83.86,68,14,4.0,few clouds
535,Mikkeli,FI,61.6886,27.2723,24.91,93,100,6.91,overcast clouds
536,Tomatlan,MX,19.9333,-105.25,68.9,83,87,2.51,overcast clouds
537,Saint-Francois,FR,46.4154,3.9054,37.42,92,0,6.91,clear sky
538,Puerto Carreno,CO,6.189,-67.4859,86.0,46,100,3.02,overcast clouds
539,Salmo,CA,49.1999,-117.2689,34.79,99,100,0.81,overcast clouds
540,Bend,US,44.0582,-121.3153,45.68,38,0,2.08,clear sky
541,Soe,ID,-9.8607,124.284,79.92,63,68,0.63,broken clouds
542,Cap Malheureux,MU,-19.9842,57.6142,79.47,78,100,5.99,overcast clouds
543,Dalnerechensk,RU,45.9339,133.7225,2.07,86,82,6.96,broken clouds
544,Horsham,GB,51.064,-0.3272,50.72,82,40,18.41,light rain
545,Fairbanks,US,64.8378,-147.7164,11.1,81,100,0.0,light snow
546,Shache,CN,38.4167,77.2406,24.71,65,100,4.88,overcast clouds
547,Plast,RU,54.3691,60.8136,8.76,97,100,2.84,overcast clouds
548,Mangrol,IN,21.1167,70.1167,62.91,80,1,5.91,clear sky
549,Orleans,US,30.0335,-89.9501,46.4,56,0,0.0,clear sky
550,Samarai,PG,-10.6167,150.6667,84.88,70,100,4.09,overcast clouds
551,Sencha,UA,50.2548,33.346,30.76,90,96,11.81,overcast clouds
552,Sur,OM,22.5667,59.5289,70.57,44,1,7.9,clear sky
553,Yemelyanovo,RU,56.1681,92.6767,23.81,46,0,6.71,clear sky
554,Shenjiamen,CN,29.9576,122.298,42.28,57,82,7.74,broken clouds
555,Sao Joaquim,BR,-28.2939,-49.9317,59.59,99,100,1.68,light rain
556,Chumikan,RU,54.7183,135.315,2.39,70,99,12.77,overcast clouds
557,Vredendal,ZA,-31.6683,18.5012,72.95,45,41,3.04,scattered clouds
558,Vydrino,RU,51.485,104.8461,23.04,76,100,4.61,overcast clouds
559,Hambantota,LK,6.1241,81.1185,68.34,100,39,3.44,scattered clouds
560,Boa Viagem,BR,-5.1275,-39.7322,77.18,73,100,4.81,overcast clouds
561,Natitingou,BJ,10.3042,1.3796,70.03,17,0,6.87,clear sky
562,Holalkere,IN,14.0333,76.1833,65.98,63,13,5.44,few clouds
563,Tsiroanomandidy,MG,-18.7667,46.0333,67.24,93,100,8.19,overcast clouds
564,North Bend,US,43.4065,-124.2243,51.71,90,0,8.05,clear sky
565,Valentin Gomez Farias,MX,28.2167,-106.5833,43.86,29,0,2.71,clear sky
566,El Estor,GT,15.5333,-89.35,68.99,96,98,3.87,overcast clouds
567,Balangiga,PH,11.1097,125.3875,81.86,75,90,16.71,overcast clouds
568,Nanakuli,US,21.3906,-158.1547,84.15,58,100,6.91,overcast clouds
569,Port-Gentil,GA,-0.7193,8.7815,78.89,82,15,10.49,few clouds
570,Turukhansk,RU,65.8167,87.9833,-20.07,100,98,1.7,overcast clouds
571,Gorontalo,ID,0.5412,123.0595,86.88,61,100,1.07,overcast clouds
572,Brookhaven,US,31.5791,-90.4407,37.06,66,0,4.05,clear sky
573,Iskateley,RU,67.6803,53.1512,2.88,93,100,12.1,overcast clouds
574,Margate,GB,51.3813,1.3862,50.97,75,100,11.99,overcast clouds
575,Am Timan,TD,11.0297,20.2827,68.99,22,100,6.42,overcast clouds
576,Safaga,EG,26.7292,33.9365,55.35,59,0,16.71,clear sky
577,Alta Floresta,BR,-9.8756,-56.0861,72.03,95,67,1.52,broken clouds
578,San Vicente,AR,-26.6167,-54.1333,64.74,95,33,0.29,scattered clouds
579,Nyurba,RU,63.2842,118.3319,-12.93,100,100,2.06,overcast clouds
580,Pangnirtung,CA,66.1451,-65.7125,-32.87,96,100,5.21,overcast clouds
581,Urumqi,CN,43.801,87.6005,-1.25,85,11,2.24,mist
582,Sterling,US,39.0062,-77.4286,28.76,59,0,1.99,clear sky
583,Poum,NC,-20.2333,164.0167,79.5,88,100,11.32,light rain
584,Boende,CD,-0.2167,20.8667,70.56,75,88,0.51,overcast clouds
585,Abnub,EG,27.2696,31.1511,46.62,63,0,5.23,clear sky
586,Dali,CN,25.7,100.1833,47.44,80,81,7.63,broken clouds
587,Blyth,GB,55.1271,-1.5086,44.37,82,75,5.01,fog
588,Sabang,ID,5.8933,95.3214,81.97,74,81,14.88,broken clouds
589,Vanavara,RU,60.34,102.2797,12.92,92,99,9.53,overcast clouds
590,Henties Bay,NA,-22.116,14.2845,67.86,80,97,0.81,overcast clouds
591,Bumba,CD,2.1833,22.4667,68.92,51,100,1.23,overcast clouds
592,Orocue,CO,4.7912,-71.3354,82.8,47,81,6.98,broken clouds
593,Krasnaya Polyana,RU,56.242,51.1442,9.46,99,99,2.35,overcast clouds
594,Alyangula,AU,-13.8483,136.4192,85.87,79,100,5.75,overcast clouds
595,Nitra,SK,48.3076,18.0845,37.47,78,79,1.99,broken clouds
596,Cururupu,BR,-1.8283,-44.8683,74.8,93,100,2.8,overcast clouds
597,Bang Saphan,TH,11.2126,99.5117,76.95,67,35,7.29,scattered clouds
598,Bandon,IE,51.7469,-8.7425,51.39,90,100,27.74,moderate rain
599,Roma,US,43.2128,-75.4557,6.66,84,0,3.44,clear sky
600,Adwa,ET,14.1646,38.8955,56.37,76,6,1.77,clear sky
601,Altay,CN,47.8667,88.1167,7.74,48,0,9.95,clear sky
602,Zverinogolovskoye,RU,54.4586,64.8542,12.94,84,100,7.18,overcast clouds
603,Adrar,MR,20.5022,-10.0711,63.72,7,0,9.08,clear sky
604,Pontes E Lacerda,BR,-15.2261,-59.3353,73.29,94,23,2.01,few clouds
605,Bud,US,39.447,-86.1758,19.49,87,7,7.34,clear sky
606,Boddam,GB,57.4667,-1.7833,37.38,73,85,19.08,overcast clouds
607,Makinsk,KZ,52.6292,70.4169,-2.15,78,66,4.12,broken clouds
608,Tezu,IN,27.9167,96.1667,55.9,88,92,0.47,overcast clouds
609,Bone,DE,51.9669,12.1396,42.71,79,100,20.6,light rain
610,Pyapon,MM,16.2833,95.6833,76.96,74,100,6.46,overcast clouds
611,Mezen,RU,65.8522,44.24,5.52,90,95,10.58,overcast clouds
612,Seoul,KR,37.5683,126.9778,31.44,49,0,2.3,clear sky
613,Macusani,PE,-14.0833,-70.4333,36.75,95,100,1.43,overcast clouds
614,Bahia Blanca,AR,-38.7196,-62.2724,61.02,54,80,10.87,broken clouds
615,Astana,KZ,51.1801,71.446,1.35,66,0,13.42,clear sky
616,Gizo,SB,-8.103,156.8419,86.2,70,100,8.9,overcast clouds
617,Anadyr,RU,64.75,177.4833,-7.1,77,0,6.71,clear sky
618,Port Moresby,PG,-9.4431,147.1797,85.42,66,40,11.5,haze
619,Muscat,OM,23.6139,58.5922,74.25,44,0,4.25,clear sky
620,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.04,85,2,24.09,clear sky
621,Bourne,GB,52.7667,-0.3833,49.96,86,97,5.99,overcast clouds
622,Todos Santos,MX,23.45,-110.2167,65.66,61,0,5.1,clear sky
623,Launceston,AU,-41.45,147.1667,75.61,46,0,3.0,clear sky
624,Qixingtai,CN,30.4135,111.8874,34.57,89,100,9.13,light snow
625,Beringovskiy,RU,63.05,179.3167,-8.72,93,80,13.73,broken clouds
626,Odweyne,SO,9.4092,45.064,61.45,30,97,8.19,overcast clouds
627,Matay,EG,28.419,30.7792,49.19,71,0,6.04,clear sky
628,Abu Samrah,SY,35.3029,37.1841,42.3,82,3,5.75,clear sky
629,Puerto Quijarro,BO,-17.7833,-57.7667,72.84,98,62,2.42,broken clouds
630,Teeli,RU,51.0333,90.2333,-18.99,87,13,1.45,few clouds
631,Kathu,TH,7.9178,98.3332,84.61,75,64,17.56,broken clouds
632,Vanderhoof,CA,54.0166,-124.0198,33.19,90,100,3.83,overcast clouds
633,Amot,NO,59.5714,7.9877,27.77,81,22,14.65,few clouds
634,Batemans Bay,AU,-35.7167,150.1833,71.2,58,54,12.06,broken clouds
635,Kysyl-Syr,RU,63.8986,122.7617,-18.94,100,92,2.8,overcast clouds
636,Antsohihy,MG,-14.8796,47.9875,71.06,94,100,5.23,overcast clouds
637,Nabire,ID,-3.3667,135.4833,85.53,66,100,4.25,overcast clouds
638,Banyo,CM,6.75,11.8167,63.72,26,0,3.36,clear sky
639,Tacoronte,ES,28.4769,-16.4102,64.18,46,0,8.01,clear sky
640,Sioux Lookout,CA,50.1001,-91.917,8.98,85,100,3.44,overcast clouds
641,Tarakan,ID,3.3,117.6333,76.5,94,75,0.0,moderate rain
642,Pokhara,NP,28.2333,83.9833,45.91,62,2,4.34,clear sky
643,Abakaliki,NG,6.3163,8.1169,73.96,45,18,2.98,few clouds
644,Tilichiki,RU,60.4667,166.1,-2.83,76,5,8.63,clear sky
645,Daru,PG,-9.0763,143.2092,88.68,60,67,8.3,broken clouds
646,Severobaykalsk,RU,55.65,109.3167,4.89,93,100,2.44,overcast clouds
647,Samsun,TR,41.25,36.3333,35.71,65,99,10.07,overcast clouds
648,Sisimiut,GL,66.9395,-53.6735,1.65,94,100,7.92,light snow
649,Itapuranga,BR,-15.5622,-49.9486,70.92,91,100,0.96,overcast clouds
650,Mabaruma,GY,8.2,-59.7833,74.23,90,77,2.13,broken clouds
651,Cheremukhovo,RU,60.3484,59.9851,9.55,95,100,6.73,overcast clouds
652,Toamasina,MG,-18.1667,49.3833,82.4,83,75,9.22,broken clouds
653,Quatre Cocos,MU,-20.2078,57.7625,79.09,80,100,14.47,overcast clouds
654,Cardston,CA,49.2,-113.3019,36.21,69,50,1.14,scattered clouds
655,Domoni,KM,-12.2569,44.5319,79.18,83,93,7.14,overcast clouds
656,Takoradi,GH,4.8845,-1.7554,79.39,86,4,6.44,light rain
657,Bambanglipuro,ID,-7.95,110.2833,69.6,68,44,4.68,scattered clouds
658,Andenes,NO,69.3143,16.1194,33.78,93,75,24.16,broken clouds
659,Grabovo,RU,53.3875,45.064,-2.11,100,98,2.8,overcast clouds
660,Kukshi,IN,22.2,74.75,60.03,29,22,5.26,few clouds
661,Svetlaya,RU,46.5389,138.3297,14.79,56,61,7.94,broken clouds
662,Beyneu,KZ,45.3167,55.2,29.62,86,100,20.83,overcast clouds
663,Karaidel,RU,55.8337,56.9069,12.74,96,100,2.64,overcast clouds
664,Isiro,CD,2.7739,27.616,65.08,35,100,2.21,overcast clouds
665,Mayskiy,RU,47.6931,40.1025,22.44,89,100,4.92,overcast clouds
666,Harrison,US,30.4091,-89.0436,37.42,83,0,7.76,clear sky
667,Narodychi,UA,51.2029,29.0823,31.89,86,92,15.75,overcast clouds
668,Poya,NC,-21.35,165.15,86.05,66,94,6.89,overcast clouds
669,Mazyr,BY,52.0495,29.2456,32.0,90,99,14.47,overcast clouds
670,Itarema,BR,-2.9248,-39.9167,78.21,85,7,9.24,clear sky
671,Passi,PH,11.15,122.65,81.1,70,86,16.6,overcast clouds
672,Christchurch,NZ,-43.5333,172.6333,60.01,70,100,5.75,overcast clouds
673,San Ignacio,BZ,17.1561,-89.0714,68.14,100,100,9.22,overcast clouds
674,Weatherford,US,32.7593,-97.7972,38.46,93,5,7.99,clear sky
675,Mut,TR,36.6439,33.4389,36.54,47,36,2.68,scattered clouds
676,Soddy-Daisy,US,35.2359,-85.1908,33.01,66,0,3.83,clear sky
677,Awbari,LY,26.5921,12.7805,50.79,34,9,8.03,clear sky
678,Tapiramuta,BR,-11.8472,-40.7914,65.37,98,97,4.0,overcast clouds
679,Deputatskiy,RU,69.3,139.9,-28.91,98,97,3.33,overcast clouds
680,Richards Bay,ZA,-28.783,32.0377,71.82,84,65,6.04,broken clouds
681,Waipawa,NZ,-41.4122,175.5153,55.45,93,100,12.59,moderate rain
682,Hesla,IN,24.0667,85.8833,52.56,64,3,3.71,clear sky
683,Noumea,NC,-22.2763,166.4572,89.58,80,55,10.16,light rain
684,San Carlos,VE,9.6612,-68.5827,79.21,58,90,3.78,overcast clouds
685,Sindor,RU,62.8629,51.8905,-2.29,98,19,4.76,few clouds
686,Lakhisarai,IN,25.1768,86.0932,51.35,75,0,5.46,clear sky
687,Skelleftea,SE,64.7507,20.9528,12.56,68,18,1.14,few clouds
688,Freeport,US,40.6576,-73.5832,24.03,63,6,4.0,clear sky
689,Korem,ET,12.5058,39.5228,49.75,80,13,1.81,few clouds
690,Yurimaguas,PE,-5.9,-76.0833,80.26,69,99,1.7,light rain
691,Traverse City,US,44.7631,-85.6206,23.74,75,100,4.0,overcast clouds
